building_id,building_name,time_period,energy_consumption,energy_type,unit
AT4038(9),禮賢樓7樓總用電,2023-2,5452.21,electricity,kWh
AT5041,動物醫院,2023-2,68111.31,electricity,kWh
AT5037,動科系,2023-2,81184.7,electricity,kWh
AT5014(3),生技中心,2023-2,82436.47,electricity,kWh
AT5039,昆蟲館,2023-2,7507.28,electricity,kWh
AT5043,土木研究大樓,2023-2,76999.12,electricity,kWh
AT6011(1),環安衛中心,2023-2,10159.89,electricity,kWh
AT6011(2),環工所,2023-2,30127.69,electricity,kWh
AT6015,動物實驗中心,2023-2,104486.27,electricity,kWh
AT3035,國青舍（研三舍）,2023-2,45855.9,electricity,kWh
AT1039,體育館,2023-2,147499.12,electricity,kWh
AT4025,管理學院1號館,2023-2,41890.35,electricity,kWh
AT4018,地理系,2023-2,14527.01,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-2,3306.66,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-2,573.27,electricity,kWh
AT4018-A(4),浩翰樓,2023-2,56646.05,electricity,kWh
AT4039,立體機車停車場總用電,2023-2,17558.12,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-2,8389.97,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-2,7115.66,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-2,2052.49,electricity,kWh
AT5041-1,獸醫二館,2023-2,34433.19,electricity,kWh
AT4035,明達館,2023-2,58911.25,electricity,kWh
AT4035(1),明達館停車場,2023-2,1110.97,electricity,kWh
AT4035(3),明達2F保管組場地,2023-2,4125.45,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-2,1195.5,electricity,kWh
AT4031(1),生科館停車場,2023-2,1397.68,electricity,kWh
AT4031(3),生科館,2023-2,353322.07,electricity,kWh
AT4038,禮賢樓總用電,2023-2,80026.47,electricity,kWh
BT1010,經研大樓,2023-2,1788.26,electricity,kWh
BT1011,徐州校區國際會議廳,2023-2,536.57,electricity,kWh
BT1012,法學院社科圖書館,2023-2,851.65,electricity,kWh
AT4010,農業試驗場,2023-2,17379.06,electricity,kWh
AT4010-B,種子研究室,2023-2,709.43,electricity,kWh
AT4009-A,人工氣候室,2023-2,25031.45,electricity,kWh
AT1018,數學館,2023-3,12205.86,electricity,kWh
AT1019,新數學研究中心,2023-3,5297.15,electricity,kWh
AT1020,-新生大樓-,2023-3,19680.12,electricity,kWh
AN1022,生化所,2023-3,65717.5,electricity,kWh
AT1023,電機一館,2023-3,44971.63,electricity,kWh
AT1040,化學館,2023-3,315208.49,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-3,13710.25,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-3,301498.24,electricity,kWh
AT1042,積學館,2023-3,196298.33,electricity,kWh
AT1044,博雅館,2023-3,46983.67,electricity,kWh
AT1017,思亮館,2023-3,51903.69,electricity,kWh
AN1024,-原分所-,2023-3,252123.03,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-3,5475.5,electricity,kWh
AT1038(2),凝態物理科學館,2023-3,488115.31,electricity,kWh
AT1033,心理南研究大樓,2023-3,6972.63,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-3,42963.5,electricity,kWh
AT1034,心理系北館,2023-3,31253.85,electricity,kWh
AT1036,應用力學研究大樓,2023-3,105726.19,electricity,kWh
AT1037,工學院綜合大樓,2023-3,252674.92,electricity,kWh
AT2025,研一女,2023-3,14562.18,electricity,kWh
AT2026,研一男,2023-3,58928.67,electricity,kWh
AT5017,男一舍,2023-3,58729.73,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-3,22499.51,electricity,kWh
AT5018,男三舍,2023-3,35337.5,electricity,kWh
AT5019,男五舍,2023-3,20824.23,electricity,kWh
AT5021,男七舍,2023-3,51191.67,electricity,kWh
AT5001,男八舍,2023-3,53640.86,electricity,kWh
AT5002,男六舍,2023-3,29626.26,electricity,kWh
AT2023,大一女舍,2023-3,78397.17,electricity,kWh
AT1004 ,全球變遷中心,2023-3,56241.98,electricity,kWh
AT1011,海洋研究所,2023-3,78560.55,electricity,kWh
AT1005,游泳池,2023-3,15967.95,electricity,kWh
AT1006,舊體育館,2023-3,13839.19,electricity,kWh
AT1009(1),-闈場-,2023-3,2021.56,electricity,kWh
AT1009(2),普通大樓,2023-3,24232.84,electricity,kWh
AT1015,小福樓,2023-3,49792.41,electricity,kWh
AT2007,化學工程館,2023-3,64108,electricity,kWh
AT2008,土木館,2023-3,24073.25,electricity,kWh
AT2006,文學院,2023-3,25292.37,electricity,kWh
AT1002-A,司令台,2023-3,1240.5,electricity,kWh
AT2001,農業陳列館,2023-3,4171.88,electricity,kWh
AT2005(1),校史館,2023-3,3501.92,electricity,kWh
AT2005(2),人類學博物館,2023-3,45904.59,electricity,kWh
AT2005(3),舊總圖,2023-3,18326.62,electricity,kWh
AT2005-1,樂學館,2023-3,5996.05,electricity,kWh
AT1041(1),新南球場,2023-3,7347.85,electricity,kWh
AT1041(2),新月台,2023-3,---,electricity,kWh
AT1041(3),新南停車場,2023-3,---,electricity,kWh
AT1041(4),紅土網球場,2023-3,593.21,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-3,423.07,electricity,kWh
AT2022,女五舍,2023-3,7993.69,electricity,kWh
AT2028,三號館,2023-3,44789.81,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-3,4824.56,electricity,kWh
AT2029,農化二館暨行政大樓,2023-3,24245.87,electricity,kWh
AT2030-B,性別平等教育委員會,2023-3,183.1,electricity,kWh
AT2030-D,物理系液氮機室,2023-3,54.39,electricity,kWh
AT4026,-推廣中心-,2023-3,21501.44,electricity,kWh
AT4026-4,-城鄉所-,2023-3,2498.06,electricity,kWh
AT2004-F,大門口警衛室,2023-3,1273.79,electricity,kWh
AT2015,一號館,2023-3,74847.47,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-3,4352.22,electricity,kWh
AT2015(2),一號館2F,2023-3,19706.94,electricity,kWh
AT2015(3),一號館3F,2023-3,50788.31,electricity,kWh
AT2015-A,動物標本館,2023-3,959.03,electricity,kWh
AT2016,漁業陳列館,2023-3,199.94,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-3,0,electricity,kWh
AT2017,女一舍,2023-3,23560.9,electricity,kWh
AT2018,女三舍,2023-3,22266.59,electricity,kWh
AT2019,女二舍,2023-3,48017.07,electricity,kWh
AT2020,植物病毒研究室,2023-3,1230,electricity,kWh
AT2020-C,植物溫室,2023-3,2626.42,electricity,kWh
AT2021,植物標本館,2023-3,2842.34,electricity,kWh
2C_L1,椰林大道路燈前段,2023-3,2034.21,electricity,kWh
AT2018-A,雜工班,2023-3,1332.96,electricity,kWh
AT2027,二號館,2023-3,135234.89,electricity,kWh
AT2027(1),2號館1F,2023-3,4268.64,electricity,kWh
AT2027(2),2號館2F,2023-3,55931.88,electricity,kWh
AT2027(3),2號館3F,2023-3,62922,electricity,kWh
AT2030,農化系食品工廠,2023-3,5615.31,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-3,1468.95,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-3,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-3,309.75,electricity,kWh
AT2031(4),職涯中心,2023-3,911.18,electricity,kWh
AT2031(5),學生心理輔導中心,2023-3,90.67,electricity,kWh
AT2031-A,望樂樓,2023-3,5064.62,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-3,11713.83,electricity,kWh
AT2033(2),農化系實驗室,2023-3,21516.06,electricity,kWh
AT2034(2),夜間部大樓,2023-3,0,electricity,kWh
AT2034-B,保管組倉庫,2023-3,171.05,electricity,kWh
AT2034-C,小小福,2023-3,16164.19,electricity,kWh
AT2038-B,舟山路崗亭,2023-3,2768.5,electricity,kWh
AT2032,行政大樓前棟,2023-3,4077.71,electricity,kWh
AT2032-1,行政大樓後棟,2023-3,29926.85,electricity,kWh
AT2032-A,第一會議室,2023-3,1306.65,electricity,kWh
AT2035,四號館,2023-3,38786.34,electricity,kWh
AT2036,五號館,2023-3,13467.7,electricity,kWh
AT2037(1),農綜館,2023-3,21498.1,electricity,kWh
AT2037(2),植物工廠,2023-3,6268.62,electricity,kWh
AT2038,共同教室,2023-3,33450.38,electricity,kWh
AT2038-A,農產品中心,2023-3,6281.82,electricity,kWh
AT2040,生工系實驗室,2023-3,1819.42,electricity,kWh
AT2041,農化系土壤研究室,2023-3,4763.38,electricity,kWh
AT2042,森林館,2023-3,20129.39,electricity,kWh
AT2043,水工試驗所,2023-3,4254.11,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-3,135.03,electricity,kWh
AT2045,保健中心,2023-3,5079.94,electricity,kWh
AT2046,林產館,2023-3,18428.62,electricity,kWh
AT2047,航空測量館,2023-3,3863.63,electricity,kWh
4B_L1,停車場路燈,2023-3,1906.13,electricity,kWh
AT4029,管理學院教學館,2023-3,27239.37,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-3,3330.75,electricity,kWh
AT4029-B,多功能生活廳,2023-3,---,electricity,kWh
AT2044,水工大樓,2023-3,15781.42,electricity,kWh
AT2048,園藝系花卉館,2023-3,21827.37,electricity,kWh
AT3041,總圖書館,2023-3,393091.09,electricity,kWh
AT3001,資訊工程館,2023-3,196894.21,electricity,kWh
AT3002,-機械臨時工廠-,2023-3,5440.17,electricity,kWh
AT3003(1),電機二館,2023-3,413545.08,electricity,kWh
AT3003(2),聯合研究中心,2023-3,20744.1,electricity,kWh
AT3005,獸醫一館,2023-3,55883.3,electricity,kWh
AT3043,獸醫三館,2023-3,29659.38,electricity,kWh
AT1029,志鴻館,2023-3,---,electricity,kWh
AT1030,機械舊館,2023-3,---,electricity,kWh
3E_L1,振興草坪路燈,2023-3,206.24,electricity,kWh
3E_L2,水杉道路燈,2023-3,0,electricity,kWh
AT2009,綜合教室,2023-3,0,electricity,kWh
AT2010,圖書資訊館,2023-3,12173.8,electricity,kWh
AT2011,第一活動中心,2023-3,74780.94,electricity,kWh
AT2012,農藝館,2023-3,50817.55,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-3,31359.37,electricity,kWh
AT2049(2),圖書館書庫,2023-3,39835.97,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-3,163883.37,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-3,32239.19,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-3,1609.58,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-3,3937.68,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-3,19545.51,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-3,830.04,electricity,kWh
AT3047(7),鄭江樓事務組,2023-3,1924.4,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-3,294.69,electricity,kWh
AT3049,學新館,2023-3,105415.78,electricity,kWh
AT3010,農機館,2023-3,34490.18,electricity,kWh
AT3013,中非大樓,2023-3,2489.44,electricity,kWh
AT3042,博理館,2023-3,137211.25,electricity,kWh
AT3038(1),社會研究所停車場,2023-3,904.57,electricity,kWh
AT3038(2),社會研究所,2023-3,19305.24,electricity,kWh
AT3037-D,-辛亥大門-,2023-3,656.25,electricity,kWh
AT3039(1),國發所停車場,2023-3,1548.58,electricity,kWh
AT3039(2),國家發展所大樓,2023-3,7302.77,electricity,kWh
AT3040(1),新聞所停車場,2023-3,1025.62,electricity,kWh
AT3040(2),新聞所大樓,2023-3,12248.32,electricity,kWh
AT1025,-水產養殖池-,2023-3,2589.16,electricity,kWh
AT1026,漁業科學館,2023-3,36521.84,electricity,kWh
AT1031,計資中心,2023-3,276408.9,electricity,kWh
AT1032,視聽教育館,2023-3,36002.24,electricity,kWh
AT1035,語言大樓,2023-3,64630.96,electricity,kWh
AT3044(1),霖澤館停車場,2023-3,1440.27,electricity,kWh
AT3044(2),霖澤館,2023-3,26544.32,electricity,kWh
AT3046(1),社科院大樓總錶,2023-3,223580.4,electricity,kWh
AT3045(1),萬才館停車場,2023-3,1235.58,electricity,kWh
AT3045(2),萬才館,2023-3,31833.55,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-3,14781.03,electricity,kWh
KT0032-1,水源溫室,2023-3,---,electricity,kWh
KT0021,機械工廠,2023-3,13427.38,electricity,kWh
KT0025,澄思樓,2023-3,4792.43,electricity,kWh
KT0026(1),輔具中心,2023-3,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-3,159.97,electricity,kWh
KT0027,育成大樓(水源),2023-3,93690.12,electricity,kWh
KT0029,行政大樓(水源),2023-3,10366.25,electricity,kWh
KT0041,理化大樓(水源),2023-3,4018.41,electricity,kWh
KT0044,育成C,2023-3,1784.36,electricity,kWh
KT0045(2),卓越研究大樓,2023-3,299535.54,electricity,kWh
AT4030,學生第二活動中心,2023-3,91187.79,electricity,kWh
AT4030-1,管院二號館,2023-3,31787.21,electricity,kWh
AT4024,展書樓,2023-3,54785.25,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-3,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-3,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-3,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-3,---,electricity,kWh
AT4023,地質系,2023-3,96278.21,electricity,kWh
AT4027-A,幼稚園,2023-3,2936.19,electricity,kWh
AT4016,園藝系造園館,2023-3,4860.25,electricity,kWh
AT4020,食科館,2023-3,38638.5,electricity,kWh
AT4021,園產加工廠,2023-3,15974.72,electricity,kWh
AT4034,食科所食品研發大樓,2023-3,18365.14,electricity,kWh
AT4019,大氣系A、B館,2023-3,22143.31,electricity,kWh
AT4032,園藝系精密溫室,2023-3,19965.59,electricity,kWh
AT4032(1),轉殖溫室,2023-3,11152.6,electricity,kWh
AT4032(2),精密溫室,2023-3,8812.99,electricity,kWh
AT4002,環工所,2023-3,29553.63,electricity,kWh
AT4003,工科海洋系,2023-3,70495.15,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-3,16726.08,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-3,5368.12,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-3,4421.57,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-3,13504.1,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-3,2534.1,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-3,2159.91,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-3,29503.55,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-3,5404.98,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-3,4557.02,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-3,5081.77,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-3,6389.17,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-3,6546.92,electricity,kWh
AT5041,動物醫院,2023-3,82168.62,electricity,kWh
AT5037,動科系,2023-3,97937.79,electricity,kWh
AT5014(3),生技中心,2023-3,97362.78,electricity,kWh
AT5039,昆蟲館,2023-3,8695.97,electricity,kWh
AT5043,土木研究大樓,2023-3,92178.38,electricity,kWh
AT6011(1),環安衛中心,2023-3,14160.14,electricity,kWh
AT6011(2),環工所,2023-3,39157.33,electricity,kWh
AT6015,動物實驗中心,2023-3,130308.6,electricity,kWh
AT3035,國青舍（研三舍）,2023-3,58167.58,electricity,kWh
AT1039,體育館,2023-3,214070.32,electricity,kWh
AT4025,管理學院1號館,2023-3,62554.81,electricity,kWh
AT4018,地理系,2023-3,19882.22,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-3,4750.48,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-3,731.25,electricity,kWh
AT4018-A(4),浩翰樓,2023-3,66530.2,electricity,kWh
AT4039,立體機車停車場總用電,2023-3,20085,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-3,9323.07,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-3,8485.7,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-3,2276.23,electricity,kWh
AT5041-1,獸醫二館,2023-3,40432,electricity,kWh
AT4035,明達館,2023-3,69024.47,electricity,kWh
AT4035(1),明達館停車場,2023-3,1163.91,electricity,kWh
AT4035(3),明達2F保管組場地,2023-3,4685.24,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-3,1469.09,electricity,kWh
AT4031(1),生科館停車場,2023-3,1602.16,electricity,kWh
AT4031(3),生科館,2023-3,405109.68,electricity,kWh
AT4038,禮賢樓總用電,2023-3,100037.38,electricity,kWh
BT1010,經研大樓,2023-3,2099.76,electricity,kWh
BT1011,徐州校區國際會議廳,2023-3,629.09,electricity,kWh
BT1012,法學院社科圖書館,2023-3,783.65,electricity,kWh
AT4010,農業試驗場,2023-3,21022.37,electricity,kWh
AT4010-B,種子研究室,2023-3,750.08,electricity,kWh
AT4009-A,人工氣候室,2023-3,117281.2,electricity,kWh
AT1018,數學館,2023-4,12119.06,electricity,kWh
AT1019,新數學研究中心,2023-4,5562.22,electricity,kWh
AT1020,-新生大樓-,2023-4,20511.82,electricity,kWh
AN1022,生化所,2023-4,65571.11,electricity,kWh
AT1023,電機一館,2023-4,49355.85,electricity,kWh
AT1040,化學館,2023-4,309416.43,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-4,8467.63,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-4,300948.8,electricity,kWh
AT1042,積學館,2023-4,205700.77,electricity,kWh
AT1044,博雅館,2023-4,45809.53,electricity,kWh
AT1017,思亮館,2023-4,50557.25,electricity,kWh
AN1024,-原分所-,2023-4,257463.31,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-4,5388.06,electricity,kWh
AT1038(2),凝態物理科學館,2023-4,500817.82,electricity,kWh
AT1033,心理南研究大樓,2023-4,6974.12,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-4,41789.38,electricity,kWh
AT1034,心理系北館,2023-4,31267.03,electricity,kWh
AT1036,應用力學研究大樓,2023-4,109953.31,electricity,kWh
AT1037,工學院綜合大樓,2023-4,254018.67,electricity,kWh
AT2025,研一女,2023-4,13722.11,electricity,kWh
AT2026,研一男,2023-4,53535.82,electricity,kWh
AT5017,男一舍,2023-4,60640.76,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-4,21339.96,electricity,kWh
AT5018,男三舍,2023-4,37011.19,electricity,kWh
AT5019,男五舍,2023-4,21998.9,electricity,kWh
AT5021,男七舍,2023-4,45982.97,electricity,kWh
AT5001,男八舍,2023-4,56549.11,electricity,kWh
AT5002,男六舍,2023-4,29837.41,electricity,kWh
AT2023,大一女舍,2023-4,81144.75,electricity,kWh
AT1004 ,全球變遷中心,2023-4,59190.09,electricity,kWh
AT1011,海洋研究所,2023-4,78675.91,electricity,kWh
AT1005,游泳池,2023-4,14661.04,electricity,kWh
AT1006,舊體育館,2023-4,12715.34,electricity,kWh
AT1009(1),-闈場-,2023-4,2314.31,electricity,kWh
AT1009(2),普通大樓,2023-4,25883.75,electricity,kWh
AT1015,小福樓,2023-4,43077.57,electricity,kWh
AT2007,化學工程館,2023-4,66021.62,electricity,kWh
AT2008,土木館,2023-4,25342.5,electricity,kWh
AT2006,文學院,2023-4,24294.25,electricity,kWh
AT1002-A,司令台,2023-4,1107.75,electricity,kWh
AT2001,農業陳列館,2023-4,5845.56,electricity,kWh
AT2005(1),校史館,2023-4,6600.63,electricity,kWh
AT2005(2),人類學博物館,2023-4,58251.71,electricity,kWh
AT2005(3),舊總圖,2023-4,15888.12,electricity,kWh
AT2005-1,樂學館,2023-4,6496.42,electricity,kWh
AT1041(1),新南球場,2023-4,5848.12,electricity,kWh
AT1041(2),新月台,2023-4,---,electricity,kWh
AT1041(3),新南停車場,2023-4,---,electricity,kWh
AT1041(4),紅土網球場,2023-4,419.09,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-4,486.16,electricity,kWh
AT2022,女五舍,2023-4,8082.62,electricity,kWh
AT2028,三號館,2023-4,47525.97,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-4,4721.7,electricity,kWh
AT2029,農化二館暨行政大樓,2023-4,24409.82,electricity,kWh
AT2030-B,性別平等教育委員會,2023-4,176.54,electricity,kWh
AT2030-D,物理系液氮機室,2023-4,50.9,electricity,kWh
AT4026,-推廣中心-,2023-4,22555.59,electricity,kWh
AT4026-4,-城鄉所-,2023-4,2828.28,electricity,kWh
AT2004-F,大門口警衛室,2023-4,1423.69,electricity,kWh
AT2015,一號館,2023-4,77663.73,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-4,5564.06,electricity,kWh
AT2015(2),一號館2F,2023-4,20900.14,electricity,kWh
AT2015(3),一號館3F,2023-4,51199.53,electricity,kWh
AT2015-A,動物標本館,2023-4,941.51,electricity,kWh
AT2016,漁業陳列館,2023-4,305.65,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-4,8.07,electricity,kWh
AT2017,女一舍,2023-4,24708.55,electricity,kWh
AT2018,女三舍,2023-4,23281.41,electricity,kWh
AT2019,女二舍,2023-4,42863.54,electricity,kWh
AT2020,植物病毒研究室,2023-4,989.15,electricity,kWh
AT2020-C,植物溫室,2023-4,2572.62,electricity,kWh
AT2021,植物標本館,2023-4,3348.15,electricity,kWh
2C_L1,椰林大道路燈前段,2023-4,1807.79,electricity,kWh
AT2018-A,雜工班,2023-4,1230.48,electricity,kWh
AT2027,二號館,2023-4,128090.86,electricity,kWh
AT2027(1),2號館1F,2023-4,4530.99,electricity,kWh
AT2027(2),2號館2F,2023-4,54773.39,electricity,kWh
AT2027(3),2號館3F,2023-4,60500.93,electricity,kWh
AT2030,農化系食品工廠,2023-4,5395.72,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-4,1373.42,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-4,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-4,300.73,electricity,kWh
AT2031(4),職涯中心,2023-4,877.8,electricity,kWh
AT2031(5),學生心理輔導中心,2023-4,87.99,electricity,kWh
AT2031-A,望樂樓,2023-4,4489.29,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-4,11787.75,electricity,kWh
AT2033(2),農化系實驗室,2023-4,21162.84,electricity,kWh
AT2034(2),夜間部大樓,2023-4,0,electricity,kWh
AT2034-B,保管組倉庫,2023-4,161.08,electricity,kWh
AT2034-C,小小福,2023-4,14647.13,electricity,kWh
AT2038-B,舟山路崗亭,2023-4,2697.91,electricity,kWh
AT2032,行政大樓前棟,2023-4,3496.84,electricity,kWh
AT2032-1,行政大樓後棟,2023-4,27898.59,electricity,kWh
AT2032-A,第一會議室,2023-4,1289.06,electricity,kWh
AT2035,四號館,2023-4,37330.26,electricity,kWh
AT2036,五號館,2023-4,13423.11,electricity,kWh
AT2037(1),農綜館,2023-4,21305.52,electricity,kWh
AT2037(2),植物工廠,2023-4,7043,electricity,kWh
AT2038,共同教室,2023-4,34986.93,electricity,kWh
AT2038-A,農產品中心,2023-4,6561.27,electricity,kWh
AT2040,生工系實驗室,2023-4,2358.29,electricity,kWh
AT2041,農化系土壤研究室,2023-4,4156.56,electricity,kWh
AT2042,森林館,2023-4,20411.92,electricity,kWh
AT2043,水工試驗所,2023-4,4937.04,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-4,130.21,electricity,kWh
AT2045,保健中心,2023-4,4950.59,electricity,kWh
AT2046,林產館,2023-4,19303.21,electricity,kWh
AT2047,航空測量館,2023-4,3789.49,electricity,kWh
4B_L1,停車場路燈,2023-4,1776.09,electricity,kWh
AT4029,管理學院教學館,2023-4,27657.33,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-4,3777.77,electricity,kWh
AT4029-B,多功能生活廳,2023-4,---,electricity,kWh
AT2044,水工大樓,2023-4,16126.76,electricity,kWh
AT2048,園藝系花卉館,2023-4,21793.22,electricity,kWh
AT3041,總圖書館,2023-4,394078.22,electricity,kWh
AT3001,資訊工程館,2023-4,199776.03,electricity,kWh
AT3002,-機械臨時工廠-,2023-4,4777.87,electricity,kWh
AT3003(1),電機二館,2023-4,417504.14,electricity,kWh
AT3003(2),聯合研究中心,2023-4,20006.84,electricity,kWh
AT3005,獸醫一館,2023-4,56910.22,electricity,kWh
AT3043,獸醫三館,2023-4,29286.03,electricity,kWh
AT1029,志鴻館,2023-4,---,electricity,kWh
AT1030,機械舊館,2023-4,---,electricity,kWh
3E_L1,振興草坪路燈,2023-4,190.3,electricity,kWh
3E_L2,水杉道路燈,2023-4,0,electricity,kWh
AT2009,綜合教室,2023-4,0,electricity,kWh
AT2010,圖書資訊館,2023-4,11764.32,electricity,kWh
AT2011,第一活動中心,2023-4,73436.01,electricity,kWh
AT2012,農藝館,2023-4,50693.36,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-4,31523.96,electricity,kWh
AT2049(2),圖書館書庫,2023-4,32665.67,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-4,165374.23,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-4,30288.9,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-4,1372.2,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-4,3798.43,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-4,22076.56,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-4,684.6,electricity,kWh
AT3047(7),鄭江樓事務組,2023-4,1945.46,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-4,357.46,electricity,kWh
AT3049,學新館,2023-4,107904.66,electricity,kWh
AT3010,農機館,2023-4,34825.44,electricity,kWh
AT3013,中非大樓,2023-4,2640,electricity,kWh
AT3042,博理館,2023-4,139591.21,electricity,kWh
AT3038(1),社會研究所停車場,2023-4,878.4,electricity,kWh
AT3038(2),社會研究所,2023-4,18444.31,electricity,kWh
AT3037-D,-辛亥大門-,2023-4,663.11,electricity,kWh
AT3039(1),國發所停車場,2023-4,1474.33,electricity,kWh
AT3039(2),國家發展所大樓,2023-4,7531.62,electricity,kWh
AT3040(1),新聞所停車場,2023-4,1010.94,electricity,kWh
AT3040(2),新聞所大樓,2023-4,12096.81,electricity,kWh
AT1025,-水產養殖池-,2023-4,2788.57,electricity,kWh
AT1026,漁業科學館,2023-4,38846.56,electricity,kWh
AT1031,計資中心,2023-4,264966.69,electricity,kWh
AT1032,視聽教育館,2023-4,32471.34,electricity,kWh
AT1035,語言大樓,2023-4,58468.21,electricity,kWh
AT3044(1),霖澤館停車場,2023-4,1407.52,electricity,kWh
AT3044(2),霖澤館,2023-4,26289.91,electricity,kWh
AT3046(1),社科院大樓總錶,2023-4,229714.73,electricity,kWh
AT3045(1),萬才館停車場,2023-4,1181.58,electricity,kWh
AT3045(2),萬才館,2023-4,32574.86,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-4,15402.32,electricity,kWh
KT0032-1,水源溫室,2023-4,---,electricity,kWh
KT0021,機械工廠,2023-4,13434.91,electricity,kWh
KT0025,澄思樓,2023-4,4758.67,electricity,kWh
KT0026(1),輔具中心,2023-4,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-4,35.06,electricity,kWh
KT0027,育成大樓(水源),2023-4,93194.32,electricity,kWh
KT0029,行政大樓(水源),2023-4,9912.31,electricity,kWh
KT0041,理化大樓(水源),2023-4,4448.52,electricity,kWh
KT0044,育成C,2023-4,1584.02,electricity,kWh
