node_id,node_type,name,scenario
EM_AT1041(4)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1041(8)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1041(8)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2022_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2022_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2028_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2028_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2028-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2028-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2029_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2029_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2030-B_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2030-B_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2030-D_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2030-D_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4026_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4026_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4026-4_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4026-4_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2004-F_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2004-F_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2015_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2015_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2015(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2015(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2015(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2015(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2015(3)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2015(3)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2015-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2015-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2016_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2016_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2016-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2016-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2017_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2017_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2018_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2018_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2019_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2019_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2020_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2020_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2020-C_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2020-C_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2021_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2021_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_2C_L1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_2C_L1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2018-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2018-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2027_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2027_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2027(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2027(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2027(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2027(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2027(3)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2027(3)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2030_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2030_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031(3)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031(3)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031(4)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031(4)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031(5)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031(5)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2031-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2031-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2032-1(A)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2032-1(A)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2033(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2033(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2034(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2034(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2034-B_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2034-B_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2034-C_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2034-C_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2038-B_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2038-B_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2032_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2032_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2032-1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2032-1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2032-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2032-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2035_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2035_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2036_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2036_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2037(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2037(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2037(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2037(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2038_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2038_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2038-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2038-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2040_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2040_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2041_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2041_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2042_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2042_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2043_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2043_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2044-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2044-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2045_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2045_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2046_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2046_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2047_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2047_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_4B_L1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_4B_L1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4029_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4029_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4029-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4029-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4029-B_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4029-B_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2044_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2044_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2048_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2048_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3041_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3041_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3001_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3001_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3002_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3002_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3003(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3003(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3003(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3003(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3005_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3005_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3043_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3043_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1029_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1029_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1030_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1030_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_3E_L1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_3E_L1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_3E_L2_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_3E_L2_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2009_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2009_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2010_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2010_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2011_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2011_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2012_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2012_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2049(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2049(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT2049(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT2049(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(3)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(3)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(4)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(4)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(5)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(5)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(6)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(6)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(7)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(7)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3047(8)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3047(8)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3049_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3049_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3010_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3010_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3013_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3013_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3042_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3042_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3038(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3038(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3038(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3038(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3037-D_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3037-D_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3039(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3039(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3039(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3039(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3040(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3040(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3040(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3040(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1025_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1025_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1026_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1026_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1031_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1031_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1032_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1032_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT1035_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT1035_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3044(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3044(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3044(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3044(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3046(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3046(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3045(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3045(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT3045(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT3045(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0032_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0032_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0032-1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0032-1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0021_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0021_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0025_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0025_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0026(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0026(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0026(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0026(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0027_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0027_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0029_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0029_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0041_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0041_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0044_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0044_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_KT0045(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_KT0045(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4030_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4030_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4030-1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4030-1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4024_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4024_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4022(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4022(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4022(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4022(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4022-1_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4022-1_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4022-2_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4022-2_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4023_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4023_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4027-A_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4027-A_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4016_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4016_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4020_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4020_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4021_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4021_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4034_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4034_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4019_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4019_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4032_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4032_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4032(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4032(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4032(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4032(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4002_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4002_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4003_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4003_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(1)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(1)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(10)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(10)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(11)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(11)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(12)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(12)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(2)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(2)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(3)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(3)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(4)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(4)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(5)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(5)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(6)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(6)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(7)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(7)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(8)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(8)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
EF_AT4038(9)_2023-3,EnergyFlow,Electricity_2023-3,Carbon_SIDCM
EM_AT4038(9)_2023-3,EmissionRecord,OperationalCarbon_2023-3,Carbon_SIDCM
